Academic Year,College,Ethnicity,Gender,Major,Math,Verbal,Writing,Total Score
"2,013",Arts & Sciences,Asian,Men,TAMS,699.6,620.4,660,"1,980.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,699.6,620.4,660,"1,980.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,699.6,620.4,660,"1,980.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,699.6,620.4,660,"1,980.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,699.6,620.4,660,"1,980.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,704.9,625.1,665,"1,995.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,704.9,625.1,665,"1,995.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,704.9,625.1,665,"1,995.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,710.2,629.8,670,"2,010.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,715.5,634.5,675,"2,025.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,726.1,643.9,685,"2,055.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,726.1,643.9,685,"2,055.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,731.4,648.6,690,"2,070.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,731.4,648.6,690,"2,070.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,731.4,648.6,690,"2,070.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,731.4,648.6,690,"2,070.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,731.4,648.6,690,"2,070.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,736.7,653.3,695,"2,085.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,736.7,653.3,695,"2,085.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,736.7,653.3,695,"2,085.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,742,658,700,"2,100.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,752.6,667.4,710,"2,130.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,752.6,667.4,710,"2,130.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,757.9,672.1,715,"2,145.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,757.9,672.1,715,"2,145.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,757.9,672.1,715,"2,145.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,757.9,672.1,715,"2,145.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,768.5,681.5,725,"2,175.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,773.8,686.2,730,"2,190.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,779.1,690.9,735,"2,205.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,784.4,695.6,740,"2,220.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,789.7,700.3,745,"2,235.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,789.7,700.3,745,"2,235.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,795,705,750,"2,250.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,795,705,750,"2,250.00"
"2,013",Arts & Sciences,Asian,Men,TAMS,795,705,750,"2,250.00"
"2,013",Arts & Sciences,Asian,Men,THEA,588.3,521.7,555,"1,665.00"
"2,013",Arts & Sciences,Asian,Men,THEA,604.2,535.8,570,"1,710.00"
"2,013",Business,Asian,Men,ACCT,384.8,355.2,362.6,"1,102.60"
"2,013",Business,Asian,Men,ACCT,520,480,490,"1,490.00"
"2,013",Business,Asian,Men,ACCT,618.8,571.2,583.1,"1,773.10"
"2,013",Business,Asian,Men,ADMG,535.6,494.4,504.7,"1,534.70"
"2,013",Business,Asian,Men,BACS,572,528,539,"1,639.00"
"2,013",Business,Asian,Men,BACS,618.8,571.2,583.1,"1,773.10"
"2,013",Business,Asian,Men,BCIS,478.4,441.6,450.8,"1,370.80"
"2,013",Business,Asian,Men,BCIS,525.2,484.8,494.9,"1,504.90"
"2,013",Business,Asian,Men,BCIS,608.4,561.6,573.3,"1,743.30"
"2,013",Business,Asian,Men,BCIS,629.2,580.8,592.9,"1,802.90"
"2,013",Business,Asian,Men,BECO,572,528,539,"1,639.00"
"2,013",Business,Asian,Men,BUND,400.4,369.6,377.3,"1,147.30"
"2,013",Business,Asian,Men,BUND,405.6,374.4,382.2,"1,162.20"
"2,013",Business,Asian,Men,BUND,431.6,398.4,406.7,"1,236.70"
"2,013",Business,Asian,Men,BUND,436.8,403.2,411.6,"1,251.60"
"2,013",Business,Asian,Men,BUND,462.8,427.2,436.1,"1,326.10"
"2,013",Business,Asian,Men,BUND,473.2,436.8,445.9,"1,355.90"
"2,013",Business,Asian,Men,BUND,509.6,470.4,480.2,"1,460.20"
"2,013",Business,Asian,Men,BUND,514.8,475.2,485.1,"1,475.10"
"2,013",Business,Asian,Men,BUND,520,480,490,"1,490.00"
"2,013",Business,Asian,Men,BUND,520,480,490,"1,490.00"
"2,013",Business,Asian,Men,BUND,535.6,494.4,504.7,"1,534.70"
"2,013",Business,Asian,Men,BUND,551.2,508.8,519.4,"1,579.40"
"2,013",Business,Asian,Men,BUND,551.2,508.8,519.4,"1,579.40"
"2,013",Business,Asian,Men,BUND,556.4,513.6,524.3,"1,594.30"
"2,013",Business,Asian,Men,BUND,556.4,513.6,524.3,"1,594.30"
"2,013",Business,Asian,Men,BUND,556.4,513.6,524.3,"1,594.30"
"2,013",Business,Asian,Men,BUND,561.6,518.4,529.2,"1,609.20"
"2,013",Business,Asian,Men,BUND,561.6,518.4,529.2,"1,609.20"
"2,013",Business,Asian,Men,BUND,566.8,523.2,534.1,"1,624.10"
"2,013",Business,Asian,Men,BUND,572,528,539,"1,639.00"
"2,013",Business,Asian,Men,BUND,582.4,537.6,548.8,"1,668.80"
"2,013",Business,Asian,Men,BUND,587.6,542.4,553.7,"1,683.70"
"2,013",Business,Asian,Men,BUND,592.8,547.2,558.6,"1,698.60"
"2,013",Business,Asian,Men,BUND,592.8,547.2,558.6,"1,698.60"
"2,013",Business,Asian,Men,BUND,598,552,563.5,"1,713.50"
"2,013",Business,Asian,Men,BUND,618.8,571.2,583.1,"1,773.10"
"2,013",Business,Asian,Men,BUND,634.4,585.6,597.8,"1,817.80"
"2,013",Business,Asian,Men,BUND,634.4,585.6,597.8,"1,817.80"
"2,013",Business,Asian,Men,BUND,634.4,585.6,597.8,"1,817.80"
"2,013",Business,Asian,Men,BUND,650,600,612.5,"1,862.50"
"2,013",Business,Asian,Men,BUND,660.4,609.6,622.3,"1,892.30"
"2,013",Business,Asian,Men,BUND,670.8,619.2,632.1,"1,922.10"
"2,013",Business,Asian,Men,BUND,676,624,637,"1,937.00"
"2,013",Business,Asian,Men,DCES,525.2,484.8,494.9,"1,504.90"
"2,013",Business,Asian,Men,DCES,639.6,590.4,602.7,"1,832.70"
"2,013",Business,Asian,Men,DCES,665.6,614.4,627.2,"1,907.20"
"2,013",Business,Asian,Men,ENMG,587.6,542.4,553.7,"1,683.70"
"2,013",Business,Asian,Men,FINA,494,456,465.5,"1,415.50"
"2,013",Business,Asian,Men,FINA,530.4,489.6,499.8,"1,519.80"
"2,013",Business,Asian,Men,FINA,582.4,537.6,548.8,"1,668.80"
"2,013",Business,Asian,Men,FINA,603.2,556.8,568.4,"1,728.40"
"2,013",Business,Asian,Men,FINA,603.2,556.8,568.4,"1,728.40"
"2,013",Business,Asian,Men,FINA,738.4,681.6,695.8,"2,115.80"
"2,013",Business,Asian,Men,GNBU,431.6,398.4,406.7,"1,236.70"
"2,013",Business,Asian,Men,GNBU,535.6,494.4,504.7,"1,534.70"
"2,013",Business,Asian,Men,GNBU,722.8,667.2,681.1,"2,071.10"
"2,013",Business,Asian,Men,HROB,566.8,523.2,534.1,"1,624.10"
"2,013",Business,Asian,Men,LSCM,421.2,388.8,396.9,"1,206.90"
"2,013",Business,Asian,Men,LSCM,478.4,441.6,450.8,"1,370.80"
"2,013",Business,Asian,Men,MKTG,504.4,465.6,475.3,"1,445.30"
"2,013",Business,Asian,Men,MKTG,514.8,475.2,485.1,"1,475.10"
"2,013",Business,Asian,Men,MKTG,587.6,542.4,553.7,"1,683.70"
"2,013",Business,Asian,Men,PACC,499.2,460.8,470.4,"1,430.40"
"2,013",Business,Asian,Men,PACC,577.2,532.8,543.9,"1,653.90"
"2,013",Business,Asian,Men,PACC,598,552,563.5,"1,713.50"
"2,013",Business,Asian,Men,PACC,608.4,561.6,573.3,"1,743.30"
"2,013",Business,Asian,Men,PACC,629.2,580.8,592.9,"1,802.90"
"2,013",Business,Asian,Men,PACC,639.6,590.4,602.7,"1,832.70"
"2,013",Communication,Asian,Men,HMGT,373.5,456.5,448.2,"1,278.20"
"2,013",Communication,Asian,Men,HMGT,418.5,511.5,502.2,"1,432.20"
"2,013",Communication,Asian,Men,HMGT,504,616,604.8,"1,724.80"
"2,013",Education,Asian,Men,INDE,496.8,583.2,561.6,"1,641.60"
"2,013",Education,Asian,Men,KINE,391,459,442,"1,292.00"
"2,013",Education,Asian,Men,KINE,487.6,572.4,551.2,"1,611.20"
"2,013",Engineering,Asian,Men,CMPE,421.2,358.8,358.8,"1,138.80"
"2,013",Engineering,Asian,Men,CMPE,453.6,386.4,386.4,"1,226.40"
"2,013",Engineering,Asian,Men,CMPE,534.6,455.4,455.4,"1,445.40"
"2,013",Engineering,Asian,Men,CMPE,572.4,487.6,487.6,"1,547.60"
"2,013",Engineering,Asian,Men,CSCI,459,391,391,"1,241.00"
"2,013",Engineering,Asian,Men,CSCI,540,460,460,"1,460.00"
"2,013",Engineering,Asian,Men,CSCI,594,506,506,"1,606.00"
"2,013",Engineering,Asian,Men,CSCI,594,506,506,"1,606.00"
"2,013",Engineering,Asian,Men,CSCI,599.4,510.6,510.6,"1,620.60"
"2,013",Engineering,Asian,Men,CSCI,604.8,515.2,515.2,"1,635.20"
"2,013",Engineering,Asian,Men,CSCI,610.2,519.8,519.8,"1,649.80"
"2,013",Engineering,Asian,Men,CSCI,615.6,524.4,524.4,"1,664.40"
"2,013",Engineering,Asian,Men,CSCI,621,529,529,"1,679.00"
"2,013",Engineering,Asian,Men,CSCI,653.4,556.6,556.6,"1,766.60"
"2,013",Engineering,Asian,Men,EENG,561.6,478.4,478.4,"1,518.40"
"2,013",Engineering,Asian,Men,ELET,496.8,423.2,423.2,"1,343.20"
"2,013",Engineering,Asian,Men,ELET,502.2,427.8,427.8,"1,357.80"
"2,013",Engineering,Asian,Men,ELET,523.8,446.2,446.2,"1,416.20"
"2,013",Engineering,Asian,Men,ELET,583.2,496.8,496.8,"1,576.80"
"2,013",Engineering,Asian,Men,ENUN,680.4,579.6,579.6,"1,839.60"
"2,013",Engineering,Asian,Men,ETEC,577.8,492.2,492.2,"1,562.20"
"2,013",Engineering,Asian,Men,MEET,523.8,446.2,446.2,"1,416.20"
"2,013",Engineering,Asian,Men,MEET,550.8,469.2,469.2,"1,489.20"
"2,013",Engineering,Asian,Men,MEET,621,529,529,"1,679.00"
"2,013",Music,Asian,Men,JAZZ,484,616,517,"1,617.00"
"2,013",Music,Asian,Men,JAZZ,550,700,587.5,"1,837.50"
"2,013",Music,Asian,Men,MUND,431.2,548.8,460.6,"1,440.60"
"2,013",Music,Asian,Men,MUND,492.8,627.2,526.4,"1,646.40"
"2,013",Music,Asian,Men,MUND,576.4,733.6,615.7,"1,925.70"
"2,013",Music,Asian,Men,MUND,620.4,789.6,662.7,"2,072.70"
"2,013",Music,Asian,Men,MUTB,532.4,677.6,568.7,"1,778.70"
"2,013",Music,Asian,Men,MUTB,536.8,683.2,573.4,"1,793.40"
"2,013",Music,Asian,Men,MUTB,620.4,789.6,662.7,"2,072.70"
"2,013",Music,Asian,Men,MUTE,492.8,627.2,526.4,"1,646.40"
"2,013",Music,Asian,Men,MUTE,519.2,660.8,554.6,"1,734.60"
"2,013",Music,Asian,Men,MUTV,506,644,540.5,"1,690.50"
"2,013",Music,Asian,Men,ORIN,475.2,604.8,507.6,"1,587.60"
"2,013",Music,Asian,Men,PERF,514.8,655.2,549.9,"1,719.90"
"2,013",Music,Asian,Men,PERF,541.2,688.8,578.1,"1,808.10"
"2,013",Music,Asian,Men,PERF,545.6,694.4,582.8,"1,822.80"
"2,013",Music,Asian,Men,PERF,554.4,705.6,592.2,"1,852.20"
"2,013",Music,Asian,Men,PERF,558.8,711.2,596.9,"1,866.90"
"2,013",Music,Asian,Men,PERF,589.6,750.4,629.8,"1,969.80"
"2,013",Music,Asian,Men,PERF,642.4,793,686.2,"2,121.60"
"2,013",Public Affairs,Asian,Men,BEHV,629.8,710.2,643.2,"1,983.20"
"2,013",Public Affairs,Asian,Men,CRJS,446.5,503.5,456,"1,406.00"
"2,013",Public Affairs,Asian,Men,CRJS,470,530,480,"1,480.00"
"2,013",Public Affairs,Asian,Men,CRJS,474.7,535.3,484.8,"1,494.80"
"2,013",Public Affairs,Asian,Men,CRJS,493.5,556.5,504,"1,554.00"
"2,013",Public Affairs,Asian,Men,CRJS,521.7,588.3,532.8,"1,642.80"
"2,013",Public Affairs,Asian,Men,CRJS,535.8,604.2,547.2,"1,687.20"
"2,013",Public Affairs,Asian,Men,PADM,690.9,779.1,705.6,"2,175.60"
"2,013",Public Affairs,Asian,Men,SOCI,451.2,508.8,460.8,"1,420.80"
"2,013",Public Affairs,Asian,Men,SOCI,502.9,567.1,513.6,"1,583.60"
"2,013",Public Affairs,Asian,Men,SOCI,686.2,773.8,700.8,"2,160.80"
"2,013",Public Health,Asian,Men,CDES,329,371,336,"1,036.00"
"2,013",Public Health,Asian,Men,CDES,380.7,429.3,388.8,"1,198.80"
"2,013",Public Health,Asian,Men,CDES,465.3,524.7,475.2,"1,465.20"
"2,013",Public Health,Asian,Men,CDES,479.4,540.6,489.6,"1,509.60"
"2,013",Public Health,Asian,Men,CDES,493.5,556.5,504,"1,554.00"
"2,013",Public Health,Asian,Men,CDES,507.6,572.4,518.4,"1,598.40"
"2,013",Public Health,Asian,Men,CDES,521.7,588.3,532.8,"1,642.80"
"2,013",Public Health,Asian,Men,CDES,526.4,593.6,537.6,"1,657.60"
"2,013",Public Health,Asian,Men,CDES,535.8,604.2,547.2,"1,687.20"
"2,013",Public Health,Asian,Men,CDES,549.9,620.1,561.6,"1,731.60"
"2,013",Public Health,Asian,Men,CDES,559.3,630.7,571.2,"1,761.20"
"2,013",Public Health,Asian,Men,CDES,578.1,651.9,590.4,"1,820.40"
"2,013",Public Health,Asian,Men,CDES,582.8,657.2,595.2,"1,835.20"
"2,013",Public Health,Asian,Men,CDES,639.2,720.8,652.8,"2,012.80"
"2,013",Public Health,Asian,Men,DRPT,493.5,556.5,504,"1,554.00"
"2,013",Public Health,Asian,Men,DRPT,549.9,620.1,561.6,"1,731.60"
"2,013",Public Health,Asian,Men,DRPT,625.1,704.9,638.4,"1,968.40"
"2,013",Public Health,Asian,Men,FASH,423,477,432,"1,332.00"
"2,013",Public Health,Asian,Men,FASH,587.5,662.5,600,"1,850.00"
"2,013",Public Health,Asian,Men,METL,380.7,429.3,388.8,"1,198.80"
"2,013",Public Health,Asian,Men,PHOT,507.6,572.4,518.4,"1,598.40"
"2,013",Public Health,Asian,Men,SCLP,498.2,561.8,508.8,"1,568.80"
"2,013",Public Health,Asian,Men,VART,545.2,614.8,556.8,"1,716.80"
"2,013",Arts & Sciences,Black,Men,AHTH,498.2,441.8,470,"1,410.00"
"2,013",Arts & Sciences,Black,Men,AHTH,530,470,500,"1,500.00"
"2,013",Arts & Sciences,Black,Men,AUND,360.4,319.6,340,"1,020.00"
"2,013",Arts & Sciences,Black,Men,AUND,376.3,333.7,355,"1,065.00"
"2,013",Arts & Sciences,Black,Men,AUND,381.6,338.4,360,"1,080.00"
"2,013",Arts & Sciences,Black,Men,AUND,386.9,343.1,365,"1,095.00"
"2,013",Arts & Sciences,Black,Men,AUND,392.2,347.8,370,"1,110.00"
"2,013",Arts & Sciences,Black,Men,AUND,397.5,352.5,375,"1,125.00"
"2,013",Arts & Sciences,Black,Men,AUND,402.8,357.2,380,"1,140.00"
"2,013",Arts & Sciences,Black,Men,AUND,424,376,400,"1,200.00"
"2,013",Arts & Sciences,Black,Men,AUND,429.3,380.7,405,"1,215.00"
"2,013",Arts & Sciences,Black,Men,AUND,434.6,385.4,410,"1,230.00"
"2,013",Arts & Sciences,Black,Men,AUND,439.9,390.1,415,"1,245.00"
"2,013",Arts & Sciences,Black,Men,AUND,445.2,394.8,420,"1,260.00"
"2,013",Arts & Sciences,Black,Men,AUND,450.5,399.5,425,"1,275.00"
"2,013",Arts & Sciences,Black,Men,AUND,461.1,408.9,435,"1,305.00"
"2,013",Arts & Sciences,Black,Men,AUND,461.1,408.9,435,"1,305.00"
"2,013",Arts & Sciences,Black,Men,AUND,461.1,408.9,435,"1,305.00"
"2,013",Arts & Sciences,Black,Men,AUND,466.4,413.6,440,"1,320.00"
"2,013",Arts & Sciences,Black,Men,AUND,477,423,450,"1,350.00"
"2,013",Arts & Sciences,Black,Men,AUND,482.3,427.7,455,"1,365.00"
"2,013",Arts & Sciences,Black,Men,AUND,482.3,427.7,455,"1,365.00"
"2,013",Arts & Sciences,Black,Men,AUND,482.3,427.7,455,"1,365.00"
"2,013",Arts & Sciences,Black,Men,AUND,487.6,432.4,460,"1,380.00"
"2,013",Arts & Sciences,Black,Men,AUND,487.6,432.4,460,"1,380.00"
"2,013",Arts & Sciences,Black,Men,AUND,487.6,432.4,460,"1,380.00"
"2,013",Arts & Sciences,Black,Men,AUND,487.6,432.4,460,"1,380.00"
"2,013",Arts & Sciences,Black,Men,AUND,492.9,437.1,465,"1,395.00"
"2,013",Arts & Sciences,Black,Men,AUND,498.2,441.8,470,"1,410.00"
"2,013",Arts & Sciences,Black,Men,AUND,503.5,446.5,475,"1,425.00"
"2,013",Arts & Sciences,Black,Men,AUND,503.5,446.5,475,"1,425.00"
"2,013",Arts & Sciences,Black,Men,AUND,503.5,446.5,475,"1,425.00"
"2,013",Arts & Sciences,Black,Men,AUND,503.5,446.5,475,"1,425.00"
"2,013",Arts & Sciences,Black,Men,AUND,503.5,446.5,475,"1,425.00"
"2,013",Arts & Sciences,Black,Men,AUND,503.5,446.5,475,"1,425.00"
"2,013",Arts & Sciences,Black,Men,AUND,514.1,455.9,485,"1,455.00"
